Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_10_985.jpg;-6.800985;0;0;4.756663;124.9084;104.3324;0.5814053;15.05926;359.9919
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_035.jpg;-5.99769;0;0;4.740249;125.1798;104.4008;0.3213644;14.27412;359.9154
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_086.jpg;-3.696256;0;0;4.729914;125.3603;104.4449;0.1370495;13.78516;359.8377
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_136.jpg;-1.497555;0;0;4.714556;125.6309;104.5101;359.8781;13.28314;359.7289
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_186.jpg;-3.777524;0;0;4.703477;125.8116;104.5528;359.7434;13.02808;359.6703
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_237.jpg;-6.053083;0;0;4.685235;126.0829;104.6138;359.5785;12.49834;359.5525
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_286.jpg;-8.270639;0;0;4.672867;126.2643;104.6521;359.4983;11.98553;359.4512
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_335.jpg;-10.54498;0;0;4.653159;126.537;104.7055;359.441;10.9683;359.275
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_385.jpg;-12.7566;0;0;4.640124;126.72;104.739;359.4853;10.18114;359.1823
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_437.jpg;-15;0;0;4.619786;126.9967;104.7839;359.6865;8.768295;359.0541
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_485.jpg;-15;0;0;4.605752;127.182;104.8092;359.8854;7.685371;358.9552
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_537.jpg;-15;0;0;4.570641;127.4575;104.8392;0.0795371;5.771385;358.7786
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_586.jpg;-15;0;0;4.563375;127.6384;104.8569;0.07165089;4.391174;358.7777
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_635.jpg;-15;0;0;4.545266;127.9067;104.876;359.9065;2.331017;358.8515
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_686.jpg;-12.76935;0;0;4.524723;128.086;104.8819;359.8467;1.127983;358.844
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_735.jpg;-10.49006;0;0;4.503441;128.356;104.8849;359.8654;359.5531;358.8505
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_786.jpg;-8.224442;0;0;4.486017;128.5363;104.8827;359.9387;358.6641;358.8644
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_835.jpg;-6.0216;0;0;4.468079;128.8051;104.8744;0.01663028;357.5385;358.869
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_885.jpg;-3.765841;0;0;4.457849;128.9825;104.8667;359.9846;356.9316;358.8835
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_936.jpg;-1.500225;0;0;4.44296;129.248;104.853;359.9544;356.3521;358.9463
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_11_986.jpg;0;0;0;4.4322;129.4244;104.8426;359.9354;356.1583;358.984
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_036.jpg;0;0;0;4.416721;129.6884;104.8259;359.9048;356.042;359.0484
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_086.jpg;0;0;0;4.406626;129.8638;104.8145;359.8833;356.0172;359.1004
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_135.jpg;0;0;0;4.391668;130.1259;104.7968;359.8392;356.0042;359.1835
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_186.jpg;0;0;0;4.3819;130.3001;104.785;359.804;356.0035;359.2467
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_236.jpg;-0.7490686;0;0;4.367056;130.5604;104.767;359.7402;355.9921;359.3435
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_285.jpg;-2.998079;0;0;4.357193;130.7334;104.7545;359.7014;355.899;359.4061
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_335.jpg;-5.200471;0;0;4.341891;130.9917;104.733;359.6317;355.4767;359.442
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_387.jpg;-7.491689;0;0;4.331304;131.1635;104.717;359.601;355.0078;359.4468
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_435.jpg;-9.738628;0;0;4.31384;131.4199;104.6884;359.5629;353.9631;359.3737
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_486.jpg;-11.98521;0;0;4.301899;131.5901;104.6661;359.5592;353.0656;359.2821
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_536.jpg;-14.2074;0;0;4.282352;131.845;104.6274;359.6313;351.4792;359.117
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_586.jpg;-15;0;0;4.26763;132.0147;104.5978;359.7505;350.3038;359.0063
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_636.jpg;-15;0;0;4.243129;132.2684;104.5468;0.01918803;348.4308;358.8278
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_686.jpg;-15;0;0;4.22559;132.4339;104.5094;0.08421082;347.0624;358.7471
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_736.jpg;-15;0;0;4.214483;132.6776;104.4509;-0.0001161666;344.9243;358.7991
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_786.jpg;-15;0;0;4.197921;132.8379;104.4067;359.9425;343.6136;358.8444
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_836.jpg;-12.78757;0;0;4.173235;133.0756;104.3305;359.9448;341.7227;358.8173
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_886.jpg;-10.54792;0;0;4.160925;133.2329;104.276;359.9805;340.5462;358.7991
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_936.jpg;-8.26062;0;0;4.139748;133.4659;104.1907;359.9907;339.0106;358.8215
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_12_986.jpg;-6.02943;0;0;4.131742;133.6195;104.1316;359.9742;338.1852;358.8787
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_036.jpg;-3.764489;0;0;4.115012;133.8479;104.0386;359.9764;337.2932;358.9319
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_086.jpg;-1.55661;0;0;4.105186;133.999;103.9749;359.9731;336.8958;358.9464
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_136.jpg;0;0;0;4.090935;134.2246;103.879;359.9615;336.6142;358.9824
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_185.jpg;0;0;0;4.081585;134.3745;103.8149;359.9508;336.5497;359.0192
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_236.jpg;0;0;0;4.067743;134.5982;103.7187;359.9239;336.5164;359.0847
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_286.jpg;0;0;0;4.058599;134.7468;103.6546;359.8977;336.5101;359.1347
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_336.jpg;0;0;0;4.044965;134.9687;103.5586;359.8487;336.5089;359.2212
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_386.jpg;0;0;0;4.035829;135.1161;103.4947;359.8098;336.5095;359.2845
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_435.jpg;0;0;0;4.022276;135.3366;103.3992;359.7477;336.5134;359.3924
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_486.jpg;0;0;0;4.013137;135.483;103.3357;359.7012;336.5145;359.4656
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_536.jpg;0;0;0;3.999677;135.702;103.2407;359.6291;336.5181;359.5827
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_586.jpg;-1.498142;0;0;3.99034;135.8476;103.1774;359.5842;336.4959;359.6608
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_636.jpg;-3.73257;0;0;3.9767;136.0644;103.0809;359.5109;336.2335;359.7303
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_686.jpg;-5.977262;0;0;3.967376;136.208;103.0153;359.4719;335.8751;359.7513
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_736.jpg;-6.776328;0;0;3.951529;136.4212;102.9139;359.4193;335.0261;359.7072
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_786.jpg;-4.540637;0;0;3.941602;136.5626;102.8451;359.4065;334.4469;359.674
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_836.jpg;-2.257068;0;0;3.927846;136.7734;102.7409;359.3802;333.7955;359.6006
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_886.jpg;-0.03852189;0;0;3.918459;136.914;102.6716;359.3855;333.5526;359.584
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_936.jpg;0;0;0;3.904536;137.1239;102.5675;359.3888;333.4071;359.5622
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_13_986.jpg;0;0.1499671;0;3.896199;137.2633;102.498;359.3875;333.3726;359.5476
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_036.jpg;0;0.302151;0;3.89061;137.4731;102.3937;359.4329;333.3678;359.5717
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_086.jpg;0;0.4528411;0;3.891805;137.613;102.3238;359.4721;333.3663;359.5825
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_137.jpg;0;0.3979919;0;3.901072;137.8236;102.2184;359.555;333.3656;359.6018
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_186.jpg;-1.499084;0.2481719;0;3.905267;137.9642;102.1478;359.6191;333.3386;359.6129
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_236.jpg;-3.751606;0.0980038;0;3.903008;138.174;102.0403;359.7106;333.0633;359.5923
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_286.jpg;-5.952061;0;0;3.896894;138.3125;101.9673;359.7601;332.685;359.544
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_336.jpg;-8.20584;0;0;3.882163;138.5178;101.855;359.8275;331.7786;359.4188
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_386.jpg;-10.45714;0;0;3.871264;138.6526;101.7778;359.8716;330.9577;359.293
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_436.jpg;-12.70426;0;0;3.852742;138.851;101.6573;359.9438;329.3706;359.0269
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_486.jpg;-14.97559;0;0;3.840042;138.9805;101.5739;0.003136498;328.1028;358.8114
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_536.jpg;-14.23212;0;0;3.819477;139.1705;101.4474;359.9893;326.0051;358.6105
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_586.jpg;-12.01573;0;0;3.812551;139.2956;101.362;359.9674;324.6489;358.591
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_636.jpg;-9.757993;0;0;3.798362;139.4814;101.23;0.02279752;322.8887;358.7462
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_686.jpg;-7.50111;0;0;3.778362;139.6008;101.1399;359.9579;321.9709;358.8594
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_736.jpg;-5.264474;0;0;3.762592;139.7765;100.9994;359.93;320.953;358.973
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_786.jpg;-2.970419;0;0;3.7537;139.8918;100.904;359.9191;320.444;359.0204
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_836.jpg;-0.7493994;0;0;3.740982;140.0637;100.7606;359.8938;319.9929;359.0901
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_886.jpg;0;0;0;3.732546;140.1776;100.6651;359.8647;319.869;359.1383
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_936.jpg;0;0;0;3.719955;140.3479;100.522;359.8172;319.8043;359.2246
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_14_986.jpg;-0.8010444;0;0;3.711624;140.4609;100.4268;359.7839;319.7783;359.287
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_036.jpg;-3.063195;0;0;3.698963;140.6288;100.2832;359.7297;319.5768;359.3558
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_086.jpg;-5.261671;0;0;3.690076;140.7394;100.1866;359.6944;319.2686;359.374
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_136.jpg;-7.53759;0;0;3.676008;140.9026;100.0396;359.6519;318.475;359.3498
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_186.jpg;-5.286057;0;0;3.666435;141.0099;99.94045;359.6321;317.8613;359.3132
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_236.jpg;-3.036014;0;0;3.653623;141.17;99.7912;359.6224;317.1336;359.2753
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_286.jpg;-0.8179182;0;0;3.64483;141.2764;99.69154;359.6301;316.8226;359.2691
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_336.jpg;0;0;0;3.631703;141.4359;99.5424;359.6581;316.6497;359.3051
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_386.jpg;0;0;0;3.623317;141.5415;99.44306;359.666;316.6101;359.3266
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_436.jpg;0;0;0;3.61084;141.6994;99.29441;359.681;316.5948;359.3806
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_486.jpg;0;0;0;3.602762;141.8042;99.19556;359.681;316.591;359.4164
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_536.jpg;0;0;0;3.590703;141.9606;99.04777;359.6679;316.5886;359.4741
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_586.jpg;0;0;0;3.582679;142.0647;98.94961;359.6579;316.5914;359.5232
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_636.jpg;0;0;0.09943199;3.568283;142.22;98.80296;359.632;316.5946;359.6016
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_686.jpg;0;0;0.2494109;3.546362;142.3221;98.70638;359.58;316.5952;359.653
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_736.jpg;0;0;0.3996901;3.479533;142.4719;98.56516;359.4177;316.6049;359.7526
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_786.jpg;0;0;0.547134;3.417705;142.5683;98.47414;359.2222;316.6088;359.8169
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_836.jpg;0;0;0;3.35893;142.7117;98.33944;358.9491;316.6296;359.9596
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_886.jpg;0;0;0;3.351266;142.8069;98.24864;358.8154;316.6205;0.0049182
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_936.jpg;0;0;0;3.33687;142.9509;98.11037;358.7848;316.5506;-0.001590591
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_15_986.jpg;-2.202257;0;0;3.325362;143.0476;98.01732;358.8626;316.4536;359.9765
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_036.jpg;-4.444651;0;0;3.308081;143.1925;97.87698;359.0481;316.0925;359.9745
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_086.jpg;-6.701491;0;0;3.299115;143.2869;97.7821;359.1601;315.6288;359.9141
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_136.jpg;-8.991001;0;0;3.285341;143.4247;97.63754;359.3098;314.5675;359.7365
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_186.jpg;-11.20275;0;0;3.275657;143.5142;97.53955;359.4159;313.6471;359.5818
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_236.jpg;-12.00159;0;0;3.25776;143.6437;97.38956;359.5821;311.9612;359.2785
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_286.jpg;-9.746595;0;0.150333;3.245668;143.7278;97.28845;359.7028;310.856;359.0719
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_336.jpg;-7.533539;0;0.29787;3.201707;143.8514;97.13745;359.9142;309.5002;358.8684
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_386.jpg;-5.290738;0;0.4473901;3.15862;143.931;97.03873;0.008898483;308.7755;358.8014
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_436.jpg;-3.007395;0;0.599613;3.053368;144.0451;96.89783;359.9171;307.9318;358.8899
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_486.jpg;-0.7904685;0;0.7474081;2.951177;144.1159;96.80815;359.7537;307.6793;358.9915
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_535.jpg;0;0;0.897588;2.80355;144.2167;96.68127;359.4089;307.4542;359.2567
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_586.jpg;0;0;1;2.704715;144.28;96.6009;359.1407;307.244;359.4893
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_636.jpg;0;0;1;2.541739;144.3687;96.48645;358.6902;306.9354;359.8993
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_686.jpg;0;0;1;2.446863;144.4252;96.41288;358.4447;306.8391;0.2281131
/Users/jarry/OneDrive - Clemson University/Udacity/Robotics Nanodegree/Project1/RoboND-Rover-Project-master/IMG/robocam_2017_07_04_09_50_16_736.jpg;0;0;1;2.304963;144.502;96.30293;358.223;306.8348;0.3549278
